page_name,page_url,axe_alt_els,axe_contrast_els,axe_els[AXE.INCOMPLETE_CRITICAL],axe_els[AXE.INCOMPLETE_MINOR],axe_els[AXE.INCOMPLETE_MODERATE],axe_els[AXE.INCOMPLETE_SERIOUS],axe_els[AXE.VIOLATIONS_CRITICAL],axe_els[AXE.VIOLATIONS_MINOR],axe_els[AXE.VIOLATIONS_MODERATE],axe_els[AXE.VIOLATIONS_SERIOUS],axe_err[AXE.INCOMPLETE_CRITICAL],axe_err[AXE.INCOMPLETE_MINOR],axe_err[AXE.INCOMPLETE_MODERATE],axe_err[AXE.INCOMPLETE_SERIOUS],axe_err[AXE.VIOLATIONS_CRITICAL],axe_err[AXE.VIOLATIONS_MINOR],axe_err[AXE.VIOLATIONS_MODERATE],axe_err[AXE.VIOLATIONS_SERIOUS],codesniffer_alt_els,codesniffer_contrast_els,codesniffer_els[WCAG.OPERABLE_ERROR],codesniffer_els[WCAG.OPERABLE_WARNING],codesniffer_els[WCAG.PERCEIVABLE_ERROR],codesniffer_els[WCAG.PERCEIVABLE_WARNING],codesniffer_els[WCAG.ROBUST_ERROR],codesniffer_els[WCAG.ROBUST_WARNING],codesniffer_els[WCAG.UNDERSTANDABLE_ERROR],codesniffer_err[WCAG.OPERABLE_ERROR],codesniffer_err[WCAG.OPERABLE_WARNING],codesniffer_err[WCAG.PERCEIVABLE_ERROR],codesniffer_err[WCAG.PERCEIVABLE_WARNING],codesniffer_err[WCAG.ROBUST_ERROR],codesniffer_err[WCAG.ROBUST_WARNING],codesniffer_err[WCAG.UNDERSTANDABLE_ERROR],lighthouse_desktop[audit-score_cumulative-layout-shift],lighthouse_desktop[audit-score_first-contentful-paint],lighthouse_desktop[audit-score_interactive],lighthouse_desktop[audit-score_largest-contentful-paint],lighthouse_desktop[audit-score_max-potential-fid],lighthouse_desktop[audit-score_speed-index],lighthouse_desktop[audit-score_total-blocking-time],lighthouse_desktop[audit-val_cumulative-layout-shift],lighthouse_desktop[audit-val_first-contentful-paint],lighthouse_desktop[audit-val_interactive],lighthouse_desktop[audit-val_largest-contentful-paint],lighthouse_desktop[audit-val_max-potential-fid],lighthouse_desktop[audit-val_speed-index],lighthouse_desktop[audit-val_total-blocking-time],lighthouse_desktop[cat-score_accessibility],lighthouse_desktop[cat-score_best-practices],lighthouse_desktop[cat-score_performance],lighthouse_desktop[cat-score_pwa],lighthouse_desktop[cat-score_seo],lighthouse_mobile[audit-score_cumulative-layout-shift],lighthouse_mobile[audit-score_first-contentful-paint],lighthouse_mobile[audit-score_interactive],lighthouse_mobile[audit-score_largest-contentful-paint],lighthouse_mobile[audit-score_max-potential-fid],lighthouse_mobile[audit-score_speed-index],lighthouse_mobile[audit-score_total-blocking-time],lighthouse_mobile[audit-val_cumulative-layout-shift],lighthouse_mobile[audit-val_first-contentful-paint],lighthouse_mobile[audit-val_interactive],lighthouse_mobile[audit-val_largest-contentful-paint],lighthouse_mobile[audit-val_max-potential-fid],lighthouse_mobile[audit-val_speed-index],lighthouse_mobile[audit-val_total-blocking-time],lighthouse_mobile[cat-score_accessibility],lighthouse_mobile[cat-score_best-practices],lighthouse_mobile[cat-score_performance],lighthouse_mobile[cat-score_pwa],lighthouse_mobile[cat-score_seo]
,https://www.amchs.ru/,0,47,,2,,20,1,7,16,33,,1,,1,1,2,2,2,0,100,,2,32,107,9,,1,,2,4,10,3,,1,0.17,0.99,0.98,0.66,0.99,0.79,1,0.48886765004777,577.998,1635.822,1933.252,68,1622.3933168451,9.0000000000001,0.79,0.8,0.77,0.36,1,0.18,0.87,0.23,0.01,0.6,0.87,0.69,0.48595021565755,1912.116,10618.7425,9230.087,219,3620.0483506697,394,0.94,0.8,0.43,0.33,1
,http://dgunh.ru/,17,112,,,,110,19,,52,16,,,,1,3,,2,2,18,117,2,1,21,158,4,8,,1,1,3,8,3,1,,1,0.93,1,0.9,1,0.8,1,5.3512776731691E-5,849.94,849.94,1209.94,40,1587.8961532041,0,0.64,0.6,0.95,0,0.73,1,0.14,0.32,0,0.57,0.29,0.65,1.3114862721895E-5,4582.754,9319.754,11628.508,229,7320.0013384255,433.5,0.64,0.53,0.42,0,0.62
,http://www.nsglinka.ru/,0,34,1,4,,32,,3,13,23,1,1,,1,,1,6,2,11,29,1,,15,74,16,2,,1,,4,11,5,1,,1,0.81,0.8,0.73,0.97,0.57,1,0.0098610597954147,1098.96,3027.721699295,1709.09,96,2133.1735474475,37,0.94,0.73,0.85,0.09,0.73,1,0.47,0.08,0.46,0.32,0.08,0.36,0.022593274974314,3104.882,15252.080199295,4168.14,317,10479.951188496,812,0.94,0.67,0.44,0.08,0.62
,http://www.sibupk.su/,3,113,,3,,61,5,4,19,69,,1,,1,3,1,3,5,3,181,2,,87,158,11,,2,1,,7,9,4,,2,0.14,0.94,1,0.6,0.99,0.95,1,0.54229529962584,820.484,1209.484,2105.018,78,1126.0135100955,14,0.62,0.67,0.76,0.18,0.8,0.99,0.25,0.65,0,0.68,0.78,0.91,0.042282943725586,3936.814,6005.814,10365.033,198,4170.0299423552,187,0.69,0.6,0.59,0.17,0.83
,https://reaviz.ru/,1,26,4,5,,18,3,7,11,27,1,1,,1,2,3,4,7,2,71,,,10,135,23,,1,,,4,12,3,,1,1,0.82,0.77,0.58,0.88,0.46,0.93,0.029417002046733,1081.724,3196.578,2152.089,138,2394.8262554658,129.666,0.74,0.73,0.78,0.45,0.82,0.94,0.44,0.17,0.01,0.12,0.5,0.15,0.080122875637478,3189.211,11958.273,10045.209,461,5830.5350362566,1480.5,0.82,0.73,0.3,0.5,0.88
,https://www.rgazu.ru/,1,51,,1,,44,1,2,34,53,,1,,1,1,1,2,4,1,63,,,4,114,47,,1,,,3,7,5,,1,0.97,0.19,0.41,0.16,0.91,0.05,0.99,0.067305738146651,2327.1205,5001.5265,4085.993,128,4755.1069015124,71,0.74,0.73,0.55,0.36,0.82,0.71,0.01,0.03,0,0.02,0.05,0.15,0.16901729064518,7275.878,18614.157,15059.23,701,11384.757015819,1481.5,0.48,0.67,0.16,0.42,0.83
,https://vgsa.ru/,19,30,,,,8,22,,40,35,,,,1,2,,2,4,19,30,,4,44,113,5,,1,,1,4,9,3,,1,1,0.95,1,0.76,0.99,0.77,1,0.0013532498672619,802.7855,1141.2545,1629.0725,79,1656.7929421681,22,0.54,0.47,0.91,0.18,0.82,1,0.54,0.88,0.74,0.47,0.78,0.9,0.00059160863939257,2878.2935,4006.145,3168.478,260,4200.5352039471,198.5,0.54,0.47,0.83,0.17,0.69
,https://www.chitgma.ru/,19,118,1,9,,106,29,,42,64,1,2,,1,3,,4,3,81,119,1,,121,117,12,,2,1,,4,7,3,,1,1,0.63,0.85,0.59,1,0.46,1,0.034980021816353,1395.339,2758.486,2108.795,62,2404.7837966658,6,0.69,0.8,0.79,0.18,0.64,1,0.48,0.39,0.71,0.87,0.46,0.95,0.0042309253661827,3062.592,8439.993,3257.8885,140,6036.8321276257,149,0.69,0.8,0.75,0.17,0.54
,http://www.bgsha.ru/,1,25,1,,,66,2,1,9,15,1,,,2,2,1,2,4,6,26,1,,11,68,4,1,1,1,,3,6,3,1,1,1,0.28,0.24,0.01,0.4,0,0.61,0.003960706571993,2049.0075,6311.3155,8138.643,284,7156.6529123743,291,0.6,0.6,0.39,0,0.73,0.97,0.09,0.62,0.2,0.16,0.06,0.87,0.064472995334201,5180.47,6270.47,5462.97,415,11318.793771903,224,0.84,0.6,0.53,0.25,0.97
,https://kazgik.ru/,1,60,,3,,46,2,,36,18,,2,,1,2,,3,4,3,62,1,3,23,110,10,3,1,1,1,3,14,4,1,1,1,0.69,0.92,0.36,0.72,0.65,0.86,0.0090825746593951,1295.991,2318.663,2930.8185,187,1935.1494613304,171,0.79,0.47,0.72,0.18,0.73,1,0.42,0.14,0,0,0.33,0.08,0.00521948065685,3237.034,12766.796,17270.777,1124,6995.4404271104,1968.5,0.79,0.47,0.26,0.17,0.62
,http://www.tumgik.ru/,5,38,,,,9,6,1,12,43,,,,1,2,1,2,3,21,22,,1,43,43,3,,1,,1,5,9,2,,1,1,0.83,0.99,0.56,0.97,0.7,1,0.01328374657122,1065.8535,1444.3045,2223.2145,95,1830.3622335824,52,0.77,0.6,0.84,0.18,0.82,0.98,0.31,0.7,0.49,0.43,0.5,0.74,0.060708750406901,3673.212,5616.345,4034.146,274,5776.9203584818,346.5,0.77,0.53,0.64,0.17,0.82
,https://astracons.ru/,0,52,,,,51,,2,2,3,,,,1,,1,2,3,0,45,,,,50,,1,,,,,3,,1,,0.84,0.75,0.76,0.23,0.92,0.28,0.98,0.12206817229089,1208.13,3218.002,3550.9995,123,2967.3875636712,94.5,0.71,0.73,0.66,0.18,0.7,0.42,0.18,0.07,0,0.05,0.05,0.23,0.28702229560264,4302.1385,15392.386,23957.8895,584,11426.778300575,1118.8895,0.71,0.73,0.16,0.17,0.58
,http://osiart.ru/,15,41,1,4,,39,15,3,51,7,1,1,,1,1,1,6,4,16,23,1,,20,63,19,1,,1,,4,9,5,1,,0.5,0.56,0.16,0.01,0.73,0.01,0.7,0.24806858985436,1495.45,7225.6255,8167.5325,183,6919.6566455201,248.5,0.77,0.6,0.36,0.18,0.83,0.99,0.14,0,0,0.03,0,0.05,0.052256483289931,4651.886,35167.9955,35234.0095,639,21650.531030639,2421.5,0.77,0.53,0.18,0.25,0.82
,http://smrgaki.ru/,0,104,1,3,,104,3,,19,76,1,1,,1,2,,2,4,0,68,1,,41,35,75,,,1,,1,4,2,,,1,0.38,0.32,0.43,0.74,0.05,0.69,0.0015068855981381,1816.428,5620.092,2637.556,179,4833.6691035531,251.315,0.7,0.73,0.54,0.73,1,1,0.23,0,0,0,0.01,0.13,0,4008.8405,27339.6855,12185.7285,1313,16035.642459683,1595.5,0.67,0.73,0.21,0.75,0.98
,https://www.amursma.ru/,22,76,2,1,,76,22,,33,2,1,1,,1,1,,3,2,23,76,1,,31,83,,,1,1,,4,6,,,1,1,0.95,0.89,0.97,0.91,0.76,0.97,0.0097780690703678,806.759,2554.97,893.073,127,1693.1098275111,99,0.65,0.67,0.94,0,0.64,0.93,0.51,0.21,0.58,0.21,0.42,0.43,0.087036653347532,2970.586,10999.125,3711.248,376,6294.757841858,693.373,0.65,0.6,0.53,0,0.54
,https://sspi.ru/,1,69,,1,,24,1,,16,46,,1,,1,1,,3,2,1,72,,6,51,41,3,3,,,1,4,8,2,1,,0.83,0.95,0.99,0.78,1,0.87,1,0.12522835947624,808.713,1401.2295,1577.571,60,1412.9684567478,5,0.87,0.73,0.9,0.91,0.73,0.16,0.56,0.4,0.07,0.32,0.68,0.71,0.50184354252285,2814.899,8317.5445,6854.146,316,4754.7628108333,372,0.86,0.73,0.42,0.92,0.68
,https://xn--80aai1dk.xn--p1ai/,16,37,,1,,30,16,,39,18,,1,,1,1,,3,2,33,36,,,40,50,11,,2,,,4,8,2,,1,0.91,0.22,0.86,0.08,1,0.35,1,0.09530275646109,2222.023,2700.22,5076.5965,58,2715.5842501799,25.5,0.85,0.73,0.6,0.18,0.82,1,0.54,0.97,0.6,0.85,0.55,1,0,2868.087,2868.087,3655.485,146,5502.2076999635,48,0.48,0.8,0.81,0.42,0.92
,https://www.uralconsv.org/,5,64,3,2,,59,10,9,40,15,1,1,,1,3,2,3,3,18,63,3,,28,76,20,,,1,,5,9,4,,,0.74,0.73,0.55,0.53,0.88,0.24,0.66,0.15648657136683,1240.479,4240.97,2293.727,138,3154.6863800756,264.395,0.75,0.87,0.59,0.36,0.82,0.46,0.3,0.07,0.14,0.05,0.17,0.11,0.26686550776164,3713.528,15768.484,5915.9365,568,8609.9112023966,1722.5,0.75,0.73,0.19,0.42,0.82
,http://www.dongau.ru/,33,32,1,,,30,36,3,42,31,1,,,1,2,2,3,4,33,26,1,,43,304,29,1,1,1,,4,12,5,1,1,1,0.97,1,0.41,1,0.86,1,0.00013721074809966,744.982,744.982,2707.964,50,1440.0690376591,0,0.57,0.53,0.84,0,0.73,0.99,0.29,0.22,0,0.57,0.85,0.95,0.050352747859813,3727.886,10784.876,21127.329,228,3727.886,146.5,0.57,0.53,0.57,0,0.62
,https://vgsha.info/,0,18,1,,,1,,,60,50,1,,,1,,,3,4,0,23,1,2,17,50,17,,,1,1,3,6,3,,,1,0.98,0.83,0.76,0.39,0.92,0.94,0.0138906880557,658.494,2882.447,1624.205,287,1224.5057191178,122.5,0.87,0.93,0.9,0.45,1,1,0.88,0.07,0,0.02,0.57,0.1,0.02652816929768,1891.645,15615.182,12559.753,695,5407.9608806643,1797.623,0.84,0.87,0.33,0.5,0.97
,https://msawt.ru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,http://voronezharts.ru/,16,75,,,,70,16,2,5,21,,,,1,1,1,3,3,15,88,1,133,32,100,13,5,2,1,3,5,10,4,2,2,0.28,0.98,1,0.6,0.87,0.45,0.97,0.37535377907554,666.214,988.4945,2078.2965,142,2421.8215909521,104.321,0.64,0.67,0.73,0,0.75,0.84,0.71,0.86,0,0.05,0.58,0.33,0.12259929806212,2396.0895,4156.513,12567.106,578,5354.7456455923,870.9275,0.64,0.6,0.44,0,0.64
,http://iict.ru/,0,32,,2,,22,1,5,59,17,,1,,1,1,1,3,2,6,33,,,16,37,1,2,1,,,2,8,1,1,1,1,0.99,1,0.97,0.98,0.92,1,0.016518399186052,555.846,855.846,874.346,85,1244.6294156264,17.5,0.85,0.73,0.98,0,0.82,1,0.72,0.88,0.9,0.21,0.81,0.88,0.030922311641183,2375.726,4045.726,2525.726,374,4019.3383654104,222,0.85,0.67,0.88,0,0.69
,https://hmgma.ru/,1,31,,,,28,3,2,30,19,,,,1,2,1,4,3,2,27,,,5,57,24,3,1,,,3,10,3,1,1,1,0.54,0.95,0.36,1,0.43,1,0,1528.091,2047.1385,2934.2135,60.5,2485.9421070341,12,0.48,0.73,0.73,0.18,0.64,1,0.24,0.53,0,0.29,0.31,0.51,0,3958.3395,6983.9575,11781.798,331,7141.4458179177,582.5,0.48,0.67,0.41,0.17,0.54
,http://www.ippolitovka.ru/,1,53,,2,,14,1,1,39,51,,1,,1,1,1,2,3,14,107,1,3,56,113,3,,,1,1,3,11,1,,,0.99,0.94,1,0.81,0.97,0.82,1,0.042216020782801,830.59,895.2915,1485.985,94,1541.5474860545,22,0.75,0.67,0.93,0,0.58,0.91,0.54,0.89,0.8,0.1,0.78,0.87,0.097462661989115,2875.135,3929.447,2950.443,483,4197.6469851955,229.5,0.75,0.6,0.82,0,0.5
,https://sarfti.ru/,0,94,,4,,7,,,18,91,,1,,1,,,2,2,4,100,,,99,13,2,1,,,,2,6,1,1,,1,0.88,1,0.82,1,0.85,1,0.0052818775866767,967.088,1310.008,1469.126,61,1456.8913814572,5.5,0.93,0.67,0.93,0.27,0.9,1,0.46,0.62,0.02,0.62,0.74,0.9,1.5420913696289E-5,3121.14,6267.9975,8327.2535,214,4436.0373893898,195.5,0.93,0.67,0.61,0.33,0.87
,https://www.imi-samara.ru/,0,66,,1,,5,,3,10,72,,1,,1,,1,5,2,4,104,,,78,117,26,24,,,,5,11,6,2,,0.84,0.73,0.53,0.18,0.29,0.15,0.16,0.12211957617712,1243.286,4362.4245,3946.304,332,3594.7087317872,681.802,0.92,0.67,0.36,0.45,0.92,1,0.34,0.03,0,0,0.05,0.01,0.015995629946391,3532.154,18987.4995,16748.9315,956,11384.079480044,3967.7535,0.92,0.67,0.2,0.5,0.91
,https://tgmu.ru/,1,118,,1,,115,9,70,30,12,,1,,1,2,1,5,3,1,144,1,,13,146,85,1,,1,,2,11,3,1,,0.21,0.87,0.77,0.31,0.5,0.43,0.94,0.44001495859997,1001.968,3197.648,3137.148,251,2497.4520032354,124.5,0.83,0.73,0.6,0.36,0.83,0.4,0.1,0.08,0.28,0,0.24,0.1,0.29825166151259,4949.867,15109.114,4949.867,997,7750.9074135813,1813,0.81,0.67,0.2,0.42,0.84
,https://www.mpsu.ru/,0,66,4,5,,17,,1,5,82,2,2,,1,,1,2,7,0,115,1,,46,106,32,27,,1,,2,11,3,1,,1,1,1,0.97,1,0.99,1,5.5602263844829E-6,519.881,519.881,839.881,29,871.00188402576,0,0.94,0.93,0.99,0.45,0.91,1,0.81,0.98,0.46,0.87,0.96,0.99,0,2126.894,2567.894,4151.894,141,2730.0557640277,91,0.94,0.93,0.84,0.42,0.89
,https://www.igma.ru/,0,57,2,1,,51,5,2,19,27,2,1,,1,3,1,3,5,3,58,1,4,12,86,20,,2,1,1,3,9,4,,1,0.99,0.32,0.86,0.24,0.99,0.31,1,0.047588945864048,1957.734,2689.749,3511.217,77,2844.7603275872,33.922,0.67,0.87,0.66,0.36,0.92,0.66,0,0.1,0,0.5,0.06,0.72,0.18463994407654,9430.04,13918.9595,18772.464,251,11253.152292975,363,0.68,0.8,0.33,0.42,0.92
,https://ufaart.ru/,11,76,,5,,60,12,16,21,31,,1,,1,2,1,3,4,11,142,,,13,170,20,10,2,,,3,9,3,1,2,0.17,0.97,0.63,0.64,0.25,0.08,0.08,0.50087724362074,732.596,3838.743,1973.776,354,4282.9927069125,879,0.55,0.87,0.38,0.36,0.82,0.03,0.89,0.08,0,0,0.04,0.01,0.92882411872016,1836.394,14771.251,18507.4215,1226,12115.690505701,4960.5,0.51,0.87,0.11,0.42,0.83
,https://pgsha.ru/,0,47,1,1,,35,2,10,17,21,1,1,,1,1,1,5,5,8,51,5,2,32,70,6,1,2,1,2,4,10,3,1,2,0.08,0.12,0.34,0.21,0.67,0.31,0.28,0.69841860726178,2645.208,5450.134,3700.518,199.5,2870.4254323801,511.5,0.72,0.8,0.23,0.36,0.91,0.83,0.01,0.02,0.01,0.08,0.18,0.03,0.12782073338826,7699.5185,20092.202803207,10124.301,518,8578.0833662677,2841.161,0.74,0.6,0.16,0.42,0.91
,http://www.tsaa.ru/,4,112,5,1,,91,13,2,11,55,2,1,,1,5,1,4,7,4,440,1,,5,449,15,1,,1,,2,5,4,1,,1,0.71,0.02,0.1,0.22,0.02,0,0.00055885647363459,1265.93,11895.595,4733.6605,371,5788.8584724415,2484,0.59,0.8,0.25,0.27,0.73,1,0.07,0,0.05,0,0,0,3.904116886252E-5,5365.504,74739.290692093,7359.581,2098,26222.481842662,37596.073,0.59,0.73,0.17,0.25,0.75
,http://sarcons.ru/,3,57,2,4,,51,5,,15,25,2,1,,1,3,,2,4,29,64,,,45,100,20,3,2,,,4,9,4,1,1,0.02,0.84,0.34,0.18,0.24,0.07,0.23,1.0223292394189,1046.553,5481.4225,3977.4335,356,4336.0527212515,575,0.69,0.73,0.24,0.18,0.73,0.01,0.36,0.01,0,0.02,0.04,0.01,1.2257916937934,3468.912,22913.723,15179.9835,687,12349.951993389,3898,0.77,0.67,0.05,0.25,0.74
,https://midis.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,http://www.kemguki.ru/,2,10,,4,,10,3,6,11,10,,1,,1,2,1,5,3,2,36,,,3,50,13,1,1,,,2,6,4,1,1,0.95,0.98,0.98,0.92,0.78,0.85,1,0.075249754865422,661.71328198242,1655.485,1102.264,168,1472.2679790587,59,0.74,0.73,0.95,0.73,0.8,0.78,0.67,0.53,0.49,0.04,0.82,0.8,0.14510866377089,2521.1035639648,6986.9005,4036.9755,602,3921.9550381475,293.5,0.88,0.67,0.68,0.67,0.9
,http://shepkinskoe.ru/,1,84,,1,,83,2,8,31,96,,1,,1,2,1,2,3,94,114,,,105,124,19,2,1,,,3,6,6,1,1,1,0.95,1,0.88,0.91,0.94,1,0.03473504581143,806.833,991.371,1283.7245,127,1178.3926471224,45.224,0.48,0.73,0.96,0,0.73,0.98,0.49,0.28,0,0.03,0.76,0.26,0.061092512839522,3036.658,9777.272,10355.994,673,4286.591133306,1044,0.48,0.67,0.38,0,0.62
,http://www.ngmu.ru/,1,83,1,1,,54,2,,41,45,1,1,,1,2,,3,4,7,84,1,4,42,71,16,,,1,2,5,7,3,,,1,0.7,1,0.64,1,0.68,1,0.021268406488886,1290.769,1314.769,1970.594,48,1877.1780300133,0,0.62,0.73,0.85,0.09,0.73,1,0.04,0.29,0.04,0.9,0.15,0.99,0.011886349384834,6027.855,9721.9945,7649.355,130,8957.3453164346,87.5,0.62,0.67,0.51,0.08,0.62
,https://tvgsha.ru/,32,33,,,,17,34,2,21,46,,,,2,3,2,4,2,35,43,,,47,53,8,8,,,,4,8,4,1,,1,0.71,0.6,0.53,0.84,0.62,0.97,0.013856734037032,1264.451,3979.345,2289.328,152,2019.1460563066,105,0.53,0.87,0.77,0.36,0.73,0.85,0.31,0.11,0,0.01,0.28,0.25,0.1203718363444,3665.083,13585.414,14640.393,826,7372.3449440406,1058,0.53,0.8,0.27,0.33,0.76
,http://www.ssuwt.ru/,0,89,2,6,,69,,2,20,27,1,1,,1,,1,3,3,0,0,,,,,,,,,,,,,,,1,0.51,0.43,0.44,0.61,0.16,0.98,0.032944491301961,1577.859,4887.612,2611.0435,218,3527.6182832285,88.5,0.83,0.67,0.66,0.18,0.75,0.94,0.36,0.03,0.01,0.02,0.07,0.15,0.081791030565898,3479.256,19373.703,9155.2155,740,10630.68301941,1480.5,0.83,0.6,0.23,0.25,0.76
,http://www.kgti.ru/,1,40,,2,,11,2,,24,33,,1,,1,2,,3,4,2,50,,,34,36,3,,,,,4,9,2,,,1,0.2,0.92,0.18,1,0.08,1,0.00010375567475869,2275.811,2355.53,3935.832,51.5,4267.6212316648,18.5,0.7,0.73,0.62,0.18,0.82,1,0.07,0.6,0.17,0.26,0.06,0.95,0,5451.583,6399.537,5689.773,346,11157.967782719,151.5,0.7,0.67,0.55,0.17,0.79
,https://www.ksaa.zaural.ru/,0,0,,,,,,,,,,,,,,,,,17,171,1,,19,200,3,1,,1,,4,11,3,1,,1,0.19,0.83,0.4,1,0.18,1,0.0059502233454596,2305.99,2898.448,2756.71,33.5,3445.7362856999,0.5,0.61,0.67,0.67,0.18,0.73,0.89,0.16,0.58,0.08,0.69,0.31,0.95,0.104257828011,4473.1035,6567.154,6679.6165,193,7129.9114028615,150.5,0.61,0.6,0.54,0.17,0.62
,https://kagms.ru/,22,13,,1,,1,22,,43,34,,1,,1,1,,2,2,28,10,1,2,39,138,1,,1,1,1,4,8,1,,1,1,1,1,1,1,0.99,1,0.0053149854816311,410.649,434.404,434.404,46,768.73905967331,0,0.71,0.73,1,0.18,0.7,1,0.92,0.88,0.98,0.72,0.99,0.91,0,1693.1,4026.785,1918.258,187,2243.0655719875,187,0.69,0.67,0.95,0.17,0.58
,http://primacad.ru/,4,66,,1,,76,4,2,17,10,,1,,2,1,1,3,2,7,76,,1,14,108,15,1,1,,1,4,9,7,1,1,1,0.5,0.93,0.45,0.97,0.08,1,0,1598.304,2260.985,2572.466,92,4212.0708851977,23.5,0.83,0.6,0.71,0.09,0.64,0.89,0.35,0.21,0.06,0.33,0.13,0.47,0.10352177665129,3494.484,11018.644977516,7099.65,313,9306.7829793839,636.5,0.83,0.53,0.36,0.08,0.54
,http://www.taom.academy/,3,22,5,8,,22,4,,18,10,1,1,,1,2,,3,5,3,21,,,7,46,9,,1,,,2,8,3,,1,0.94,0.98,1,0.84,1,0.78,1,0.080718646501221,672.257,672.257,1389.6625,41,1650.2493193717,0,0.77,0.67,0.93,0.18,0.82,1,0.63,0.9,0.61,0.89,0.68,0.98,0.006576004770067,2620.675,3777.6375,3622.825,135,4771.1432430392,108,0.76,0.6,0.82,0.25,0.8
,https://gu-ural.ru/,0,33,,,,10,,3,10,41,,,,1,,1,4,2,0,0,,,,,,,,,,,,,,,1,1,1,0.81,0.99,0.92,1,0.032079604402055,313.675,762.1705,1483.85,70,1232.6571051563,10,0.94,0.8,0.94,0.45,1,0.91,1,0.44,0.14,0.57,0.93,0.77,0.095959293365479,1061.633,7837.018,5933.949,228,3127.1639740859,321.5,0.83,0.8,0.64,0.5,0.96
,https://xn--80aaiac8g.xn--p1ai/,1,121,1,7,,118,1,,18,4,1,1,,1,1,,3,2,63,123,1,6,65,287,,6,1,1,1,2,12,,1,1,0.99,0.75,0.59,0.79,0.9,0.47,1,0.04487889775451,1212.8425,4056.0625,1541.795,130,2385.340070405,47,0.88,0.67,0.83,0.18,0.73,1,0.34,0.07,0.59,0.01,0.14,0.38,0.036657029556658,3539.9855,15797.6325,3673.6345,771,9211.0299005252,775.5,0.88,0.67,0.47,0.17,0.62
,http://www.iubip.ru/,14,51,,2,,50,16,,21,22,,1,,1,3,,3,3,15,116,,1,22,158,17,,1,,1,3,11,3,,1,0.31,0.99,1,0.59,1,0.93,1,0.35552209966146,588.584,602.084,2129.655,27,1207.7813837154,0,0.42,0.67,0.79,0,0.7,0.62,0.89,0.87,0.02,0.72,0.93,0.78,0.20203429363294,1829.518,4070.18,8534.652,186,3106.9140498556,310,0.42,0.6,0.6,0,0.58
,http://xn--80af6bqh.xn--p1ai/,0,2,,,,,,,3,2,,,,,,,2,1,0,0,,,,,,,,,,,,,,,1,0.84,0.48,0.6,0.84,0.57,0.93,0.021969922846263,1058.406,4600.0325,2102.118,149,2138.4033924214,132.5,0.77,0.53,0.77,0,0.7,0.97,0.73,0.03,0.02,0.05,0.15,0.16,0.06328238964982,2345.688,18668.2755,8685.1615,573,8926.4114262528,1388.5,0.77,0.53,0.29,0,0.58
,https://imef.ru/,0,0,,,,,,,3,1,,,,,,,2,1,13,98,,,76,75,29,11,1,,,3,8,6,1,1,1,0.76,0.27,0.12,1,0.2,1,0.003286504412068,1196.579,6016.64,4519.449,56,3327.5397941367,3,0.73,0.73,0.6,0.73,0.82,,,,,,,,,,,,,,,,,,,
,https://rachmaninov.ru/,33,37,1,4,,25,34,1,38,19,1,1,,2,2,1,3,2,39,34,,,53,30,2,7,,,,4,7,2,2,,1,1,0.99,0.72,1,0.9,1,0.00084156839272449,467.208,1539.243,1742.9705,51,1310.3499369157,0.5,0.78,0.53,0.92,0.18,0.6,1,0.95,0.5,0.02,0.16,0.75,0.72,0.00010278301496816,1539.493,7305.543,8252.751,414,4366.9110134307,360,0.78,0.53,0.59,0.17,0.5
,https://mitu-masi.ru/,49,114,1,5,,43,5,1,1,145,1,1,,1,2,1,1,3,13,116,,49,99,84,19,,,,1,3,9,5,,,1,0.99,0.64,0.9,0.17,0.57,0.61,0,560.788,3792.0445,1213.08,403,2137.2980229939,292,0.78,0.8,0.78,0.73,1,1,0.87,0.04,0.09,0,0.18,0.04,0,1899.787,18143.1235,6524.8325,1158,8581.5814809177,2636.5,0.79,0.8,0.29,0.75,0.98
,http://www.sgii-smol.ru/,3,94,,1,,92,4,7,16,17,,1,,1,2,1,2,3,9,94,5,,21,115,7,1,,1,,7,8,2,1,,0.72,0.99,1,0.9,0.93,0.98,1,0.16612704714374,610.445,805.644,1191.096,118,964.43350940116,61.5,0.51,0.73,0.93,0,0.73,0.92,0.95,0.97,1,0.12,0.98,0.54,0.092822729323984,1543.047,2682.716,1543.047,453,2497.1232685485,552,0.51,0.6,0.84,0,0.62
,https://siblu.ru/,10,14,,1,,1,13,10,14,50,,1,,1,4,1,5,4,38,19,,,51,15,16,1,,,,3,6,2,1,,1,0.94,1,0.72,1,0.83,1,0,837.388,837.388,1756.663,44,1518.1514068803,0,0.67,0.73,0.91,0.36,0.75,1,0.72,0.85,0.73,0.93,0.76,0.96,4.8786163330078E-5,2376.441,4324.5145,3177.627,117,4325.485648117,135.9715,0.67,0.67,0.85,0.33,0.77
